time,Installation and Configuration,Data Collection,Data Processing,Operation and Maintenance
2018/5/25 14:10,0,0,0.98736012,0
2018/5/26 14:05,0.080845594,0,0.912228227,0
2018/5/26 17:50,0,0.63014966,0.358262628,0
2018/5/28 9:26,0,0.172187969,0.365330637,0.4530439
2018/5/29 15:57,0,0,0.928929299,0.06274691
2018/5/30 5:33,0,0.078741603,0.221317858,0.6848947
2018/5/30 11:18,0,0.629662752,0.212150048,0.15301847
2018/5/31 12:55,0.34785762,0.5807126,0.066513278,0
2018/6/1 13:08,0,0,0.970978558,0
2018/6/1 15:07,0.25750625,0.296257198,0.299823288,0.14169154
2018/6/3 12:50,0.09181024,0.399802744,0.5055406,0
2018/6/3 16:47,0.1141879,0.238512069,0.637513638,0
2018/6/3 19:02,0,0.7586808,0.225787401,0
2018/6/4 10:10,0,0.44059059,0.403631344,0.14980173
2018/6/4 10:21,0.25495854,0,0.646891534,0.086112924
2018/6/4 12:25,0,0.97477144,0,0
2018/6/4 13:51,0,0.57513243,0.419353902,0
2018/6/5 12:23,0,0.194689721,0.786932886,0
2018/6/5 16:12,0,0.526051581,0.465211026,0
2018/6/6 10:03,0.29536083,0.5186393,0,0.17215544
2018/6/7 6:40,0,0,0.974292852,0
2018/6/7 10:54,0,0.981700122,0,0
2018/6/7 15:18,0.50898296,0.43570697,0.050367132,0
2018/6/7 18:24,0.050170377,0.5886136,0.354403198,0
2018/6/10 10:57,0,0,0.838612154,0.14718221
2018/6/10 11:52,0,0.357316405,0.417324901,0.21663266
2018/6/11 2:08,0.07092112,0,0.906814516,0
2018/6/11 9:16,0,0.034827754,0.857608378,0.096050754
2018/6/11 10:06,0,0,0.973048389,0
2018/6/11 13:54,0,0.133060902,0.700460225,0.16202287
2018/6/11 14:39,0,0.306759,0.674760491,0
2018/6/11 15:06,0,0.016109077,0.954083696,0
2018/6/12 13:26,0,0,0.974326551,0
2018/6/12 13:50,0,0,0.988878459,0
2018/6/12 14:50,0,0,0.979165256,0
2018/6/12 18:18,0,0,0.979364157,0
2018/6/12 20:29,0,0,0.424176365,0.570927
2018/6/13 3:57,0,0,0.982508585,0
2018/6/13 9:15,0,0,0.972975254,0
2018/6/13 13:47,0,0,0.978532791,0
2018/6/13 14:58,0,0.02838539,0.650356062,0.31275526
2018/6/14 7:21,0.04317967,0.231140837,0.711785674,0
2018/6/14 9:47,0,0.72775894,0.116656542,0.14761709
2018/6/14 12:15,0,0.74664843,0.107435405,0.13879552
2018/6/14 14:15,0.122592464,0.584311903,0.20277445,0.07752736
2018/6/14 14:45,0,0,0.984700136,0
2018/6/17 7:28,0,0.607627451,0.381417185,0
2018/6/18 7:49,0,0,0.986270279,0
2018/6/18 9:51,0,0.212034702,0.671301603,0.110179275
2018/6/18 14:23,0,0,0.994081378,0
2018/6/19 6:07,0.5865729,0,0.251761287,0.14393143
2018/6/19 6:17,0,0.535503983,0,0.45068863
2018/6/19 6:57,0.5956113,0,0.223832503,0.16200246
2018/6/19 11:22,0,0.197215661,0.794558823,0
2018/6/19 18:11,0,0.121319301,0.811173417,0.055908736
2018/6/20 9:25,0,0.487149566,0.494104654,0
2018/6/21 12:54,0.38102147,0.60997283,0,0
2018/6/22 3:38,0,0.129215926,0.858709335,0
2018/6/22 4:55,0,0.0916465,0,0.87497616
2018/6/22 10:43,0,0,0.99195415,0
2018/6/22 13:43,0,0.228911534,0.702765897,0.055407833
2018/6/22 19:53,0.58173364,0.41076344,0,0
2018/6/23 2:54,0.17816709,0,0.801812589,0
2018/6/23 7:58,0,0.13070932,0.862440601,0
2018/6/24 7:44,0.056999106,0.058298513,0.880628057,0
2018/6/25 9:52,0,0.17612803,0.811024964,0
2018/6/25 10:13,0.2522362,0.669816077,0.064212374,0
2018/6/25 12:50,0,0,0.985082626,0
2018/6/25 13:41,0,0.079357848,0.768468767,0.14619984
2018/6/26 6:04,0,0.8456907,0,0.14081685
2018/6/26 6:33,0,0,0.723943971,0.264699
2018/6/26 9:53,0,0,0.978985965,0
2018/6/26 12:22,0.6842839,0.311484903,0,0
2018/6/26 13:20,0,0,0.990478788,0
2018/6/27 6:54,0,0,0.988224447,0
2018/6/28 4:40,0,0.21913822,0.777405798,0
2018/6/28 8:22,0,0.100774966,0.888151944,0
2018/6/28 11:14,0,0.291076928,0.703426033,0
2018/6/28 13:55,0,0.186021879,0.802390397,0
2018/6/28 17:15,0,0.765103817,0.215717375,0
2018/6/28 19:59,0,0.14202486,0.854103982,0
2018/6/29 13:48,0,0.2932195,0.699811071,0
2018/6/29 16:20,0.7066742,0.149555624,0.136929408,0
2018/7/2 14:29,0,0,0.985225976,0
2018/7/3 19:14,0.26250097,0.552977145,0.173897624,0
2018/7/5 4:27,0.25959587,0.126863956,0.480813354,0.12260953
2018/7/6 6:19,0.6237541,0.153080344,0.211448789,0
2018/7/6 14:34,0,0,0.985191733,0
2018/7/7 8:24,0.22357406,0.55109173,0.216113344,0
2018/7/7 11:52,0,0,0.992366098,0
2018/7/9 12:26,0.046377704,0,0.94642961,0
2018/7/10 1:15,0.19371049,0.7995794,0,0
2018/7/10 2:56,0,0,0.962742031,0
2018/7/10 4:37,0,0.228179321,0.499105126,0.26630625
2018/7/11 18:41,0,0.638996601,0.347298443,0
2018/7/12 11:57,0,0.088025354,0.901913464,0
2018/7/12 15:51,0,0,0.985946469,0
2018/7/13 4:04,0,0.136972398,0.854422212,0
2018/7/13 9:26,0,0,0.984263688,0
2018/7/13 10:29,0,0.243006751,0.73787564,0
2018/7/13 16:24,0,0,0.990586847,0
2018/7/14 7:50,0,0.167926863,0.822799593,0
2018/7/14 15:20,0.5739128,0.405759126,0,0
2018/7/14 17:31,0,0.010001871,0.965553463,0
2018/7/15 13:40,0.20224392,0,0.790983956,0
2018/7/16 9:03,0,0,0.982365608,0
2018/7/16 13:14,0,0,0.982514024,0
