time,Installation and Configuration,Data Collection,Data Processing,Operation and Maintenance
2019/8/8 17:06,0,0,0.993495435,0
2019/8/8 20:57,0,0.051498584,0.44372049,0.5012364
2019/8/9 7:44,0.044128232,0,0.95024842,0
2019/8/9 15:52,0,0,0.547530346,0.43992963
2019/8/9 20:11,0,0,0.991675973,0
2019/8/12 9:12,0,0,0.990132272,0
2019/8/12 19:19,0,0.8375374,0.156200975,0
2019/8/13 6:40,0,0,0.900085807,0.094974354
2019/8/13 8:43,0,0.397592574,0,0.58925414
2019/8/13 11:46,0,0.642595828,0.351072818,0
2019/8/13 21:58,0.733395457,0.261851311,0,0
2019/8/14 16:13,0,0,0.98721689,0
2019/8/16 11:22,0,0,0.990901709,0
2019/8/16 13:22,0,0,0.837404162,0.15575808
2019/8/20 19:50,0.155261725,0,0.839897156,0
2019/8/21 4:57,0,0,0,0.9769101
2019/8/21 6:26,0,0,0.976143837,0
2019/8/21 12:55,0,0,0.602670789,0.3885172
2019/8/21 17:50,0,0,0.986752987,0
2019/8/22 6:53,0,0,0.99246043,0
2019/8/23 5:28,0,0,0.212644845,0.78475964
2019/8/23 11:14,0,0,0.996938467,0
2019/8/26 8:48,0.084060207,0.133799031,0.779796541,0
2019/8/28 9:32,0,0.345399022,0.649071872,0
2019/8/30 0:21,0.592823625,0,0.401578724,0
2019/8/30 18:00,0.988165796,0,0,0
2019/9/2 10:23,0,0,0.994875073,0
2019/9/2 13:22,0,0,0.994661301,0
2019/9/4 7:11,0.097912602,0,0.894851923,0
2019/9/4 22:55,0,0,0.995422393,0
2019/9/5 8:57,0.061488248,0.25225246,0.470495701,0.21451144
2019/9/8 19:01,0,0,0.990903333,0
2019/9/9 7:54,0,0.813559413,0.177366167,0
2019/9/10 7:56,0,0,0.993905276,0
2019/9/11 8:04,0,0.302506328,0.690966547,0
2019/9/13 12:38,0.294338405,0,0.181660756,0.5143108
2019/9/13 18:28,0,0,0.991138935,0
2019/9/18 20:10,0,0,0.99638474,0
2019/9/19 12:29,0,0,0.977905989,0
2019/9/23 1:54,0,0,0,0.9870229
2019/9/23 12:53,0,0.240533009,0.637259722,0.119620904
2019/9/24 19:46,0.301561624,0,0.694456622,0
2019/9/25 13:28,0,0,0.994230568,0
2019/10/1 7:45,0,0,0.989162445,0
2019/10/1 18:42,0.41439417,0.144169033,0.103424914,0.3335054
2019/10/2 15:17,0.26824856,0.716999173,0,0
2019/10/3 7:48,0,0,0.987415671,0
2019/10/6 18:39,0,0.269331992,0.727850407,0
2019/10/7 12:33,0,0.825383544,0.163818225,0
2019/10/8 20:22,0.111431666,0.426855326,0.233026206,0.22800988
2019/10/10 20:29,0.145827249,0,0.849122643,0
2019/10/11 18:05,0,0,0.9882496,0
2019/10/12 21:10,0,0,0.995924249,0
2019/10/13 12:43,0.366785198,0,0.62149173,0
2019/10/13 15:11,0.848757148,0,0,0.1421212
2019/10/15 16:19,0,0.202722982,0.780901372,0
2019/10/16 8:10,0.622730911,0.066645205,0.098311871,0.20744275
2019/10/17 13:09,0.166222796,0.056863308,0.380911708,0.39448833
2019/10/17 14:55,0,0,0.989820123,0
2019/10/18 18:13,0,0,0.988057733,0
2019/10/22 8:13,0,0,0.990571678,0
2019/10/23 0:37,0.991709888,0,0,0
2019/10/23 5:30,0,0.304100662,0.68432796,0
2019/10/23 20:28,0,0,0.989735395,0
2019/10/25 8:51,0,0,0.220342815,0.77388245
2019/10/28 12:38,0,0,0.804052815,0.19230957
2019/10/28 13:53,0,0.978870094,0,0
2019/10/30 4:28,0.762147844,0,0.226912782,0
2019/10/30 9:31,0,0,0.990571618,0
2019/10/30 11:47,0,0,0.995774448,0
2019/10/30 15:56,0,0,0.996193469,0
2019/10/31 8:31,0,0,0.995714426,0
2019/10/31 13:30,0.5095131,0.199761823,0.288185984,0
2019/10/31 17:43,0,0,0.852634728,0.14337096
2019/10/31 20:22,0,0,0.990752965,0
2019/11/1 0:30,0,0,0.99311161,0
2019/11/4 22:38,0.410584718,0,0.577811301,0
2019/11/5 6:17,0,0,0.962031853,0
2019/11/5 6:19,0.986372888,0,0,0
2019/11/7 16:44,0.421629608,0,0.571136236,0
2019/11/8 15:34,0.385415703,0,0.604057312,0
2019/11/8 19:06,0,0,0.986900508,0
2019/11/8 19:28,0,0.207534939,0.633512914,0.15179768
2019/11/10 0:26,0.995882988,0,0,0
2019/11/11 8:51,0.98936218,0,0,0
2019/11/12 18:44,0,0,0,0.9916133
2019/11/13 23:22,0,0.418263644,0.575773656,0
2019/11/14 17:49,0.686250448,0,0.303180635,0
2019/11/15 18:56,0,0,0.995798945,0
2019/11/18 13:14,0,0.206105068,0.780799329,0
2019/11/19 1:02,0.370497912,0,0.612927794,0
2019/11/19 17:50,0,0.702631414,0.291463673,0
2019/11/19 20:49,0,0,0.992461622,0
2019/11/20 10:07,0,0,0.979251981,0
2019/11/20 20:17,0.094222955,0,0.897959113,0
